,Movie,Production Budget,Domestic Gross,Worldwide Gross
395,ATOMIC BLONDE (2017),30000000.0,51573925.0,98345423.0
396,ATONEMENT (2007),30000000.0,50980159.0,129779728.0
397,ATTACK THE BLOCK (2011),13000000.0,1024175.0,6459183.0
398,AUGUST (2008),3400000.0,12636.0,12636.0
399,AUGUST OSAGE COUNTY (2013),25000000.0,37738810.0,50738810.0
400,AUGUST RUSH (2007),25000000.0,31664162.0,64605762.0
401,AUSTIN POWERS IN GOLDMEMBER (2002),63000000.0,213117789.0,296338663.0
402,AUSTIN POWERS INTERNATIONAL MAN OF MYSTERY (1997),18000000.0,53883989.0,67683989.0
403,AUSTIN POWERS THE SPY WHO SHAGGED ME (1999),35000000.0,206040085.0,312383487.0
404,AUSTRALIA (2008),130000000.0,49554002.0,215080810.0
405,AUTO FOCUS (2002),7000000.0,2062066.0,2703821.0
406,AUTUMN IN NEW YORK (2000),40000000.0,37752931.0,90717684.0
407,AVATAR (2009),237000000.0,785221649.0,2910284102.0
408,AVENGERS AGE OF ULTRON (2015),365000000.0,459005868.0,1395316979.0
409,AVENGERS ENDGAME (2019),400000000.0,858373000.0,2797732053.0
410,AVENGERS INFINITY WAR (2018),300000000.0,678815482.0,2048359754.0
411,AVP ALIEN VS PREDATOR (2004),70000000.0,80281096.0,172543519.0
412,AWAKE (2007),8600000.0,14373825.0,32968648.0
413,AWAKENINGS (1990),29000000.0,51636504.0,51636504.0
414,AWAY WE GO (2009),21000000.0,9451946.0,10108016.0
415,AYURVEDA ART OF BEING (2002),300000.0,16892.0,2066892.0
416,BAAHUBALI 2 THE CONCLUSION (2017),30000000.0,18985794.0,263502914.0
417,BAAHUBALI THE BEGINNING (2015),40000000.0,6738000.0,26736665.0
418,BABE (1995),30000000.0,63658910.0,246100000.0
419,BABE PIG IN THE CITY (1998),80000000.0,18319860.0,69131860.0
420,BABEL (2006),20000000.0,34302837.0,132121212.0
421,BABY BOY (2001),16000000.0,28734552.0,28734552.0
422,BABY DRIVER (2017),34000000.0,107825862.0,226977991.0
423,BABY GENIUSES (1999),13000000.0,27151490.0,27151490.0
424,BABY MAMA (2008),30000000.0,60494212.0,64170447.0
425,BABY'S DAY OUT (1994),50000000.0,16581575.0,16581575.0
426,BABYLON A D (2008),45000000.0,22532572.0,70216497.0
427,BACHEHA YE ASEMAN (1999),180000.0,933933.0,1628579.0
428,BACHELORETTE (2012),3000000.0,446770.0,12577401.0
429,BACK TO THE FUTURE (1985),19000000.0,212259762.0,385510132.0
430,BACK TO THE FUTURE PART II (1989),40000000.0,118450002.0,331971868.0
431,BACK TO THE FUTURE PART III (1990),40000000.0,88055283.0,244087259.0
432,BAD BOYS (1995),23000000.0,65647413.0,141247413.0
433,BAD BOYS FOR LIFE (2020),90000000.0,204417855.0,424471663.0
434,BAD BOYS II (2003),130000000.0,138540870.0,273271982.0
435,BAD COMPANY (2002),70000000.0,30157016.0,69157016.0
436,BAD LIEUTENANT PORT OF CALL NEW ORLEANS (2009),25000000.0,1702112.0,12413949.0
437,BAD MOMS (2016),20000000.0,113257297.0,180485601.0
438,BAD SANTA (2003),18000000.0,60060328.0,77147031.0
439,BAD SANTA 2 (2016),26000000.0,17782176.0,23345113.0
440,BAD TEACHER (2011),19000000.0,100292856.0,215448997.0
441,BAD TIMES AT THE EL ROYALE (2018),32000000.0,17839115.0,31178942.0
442,BAD WORDS (2014),10000000.0,7779614.0,7843145.0
443,BAEKDUSAN (2019),17700000.0,372562.0,59505509.0
444,BAGGAGE CLAIM (2013),8500000.0,21569509.0,22885836.0
445,BAGHEAD (2008),200000.0,140016.0,140016.0
446,BAIT (2000),35000000.0,15325127.0,15471969.0
447,BAJRANGI BHAIJAAN (2015),13000000.0,8178001.0,121778347.0
448,BALLERINA (2016),30000000.0,21858070.0,96638078.0
449,BALLISTIC ECKS VS SEVER (2002),70000000.0,14294842.0,14294842.0
450,BAMBI (1942),858000.0,102797000.0,268000000.0
451,BAMBOOZLED (2000),10000000.0,2185266.0,2373937.0
452,BAN DO (2020),16000000.0,1224525.0,35091523.0
453,BANDITS (2001),75000000.0,41523271.0,71523271.0
454,BANDSLAM (2009),20000000.0,5210988.0,12967829.0
455,BANG (1996),10000.0,527.0,527.0
456,BANGKOK DANGEROUS (2008),45000000.0,15298133.0,46598133.0
457,BANLIEUE 13 (2006),15000000.0,1200216.0,11599903.0
458,BARBARIAN (2022),4500000.0,40743727.0,43765138.0
459,BARBECUE (2014),10000000.0,388.0,247565.0
460,BARBERSHOP (2002),12000000.0,75781642.0,77063461.0
461,BARBERSHOP 2 BACK IN BUSINESS (2004),18000000.0,65070412.0,65842412.0
462,BARBERSHOP THE NEXT CUT (2016),20000000.0,54030051.0,54404202.0
463,BARFI (2012),4600000.0,2804874.0,36751984.0
464,BARNEY'S GREAT ADVENTURE (1998),15000000.0,11156471.0,11156471.0
465,BARNEY'S VERSION (2011),30000000.0,7502560.0,8845575.0
466,BARNYARD THE ORIGINAL PARTY ANIMALS (2006),51000000.0,72779000.0,118583844.0
467,BARRY LYNDON (1975),11000000.0,20000000.0,20169934.0
468,BASIC (2003),50000000.0,26599248.0,42598498.0
469,BASIC INSTINCT 2 (2006),70000000.0,5946136.0,35417162.0
470,BASQUIAT (1996),3000000.0,2962051.0,2962051.0
471,BATHING BEAUTY (1944),2361000.0,3500000.0,3500000.0
472,BATMAN (1989),35000000.0,251188924.0,411348924.0
473,BATMAN AND ROBIN (1997),125000000.0,107325195.0,238317814.0
474,BATMAN BEGINS (2005),150000000.0,205343774.0,358858124.0
475,BATMAN FOREVER (1995),100000000.0,184031112.0,336529144.0
476,BATMAN RETURNS (1992),80000000.0,162833635.0,266824291.0
477,BATMAN V SUPERMAN DAWN OF JUSTICE (2016),263000000.0,330360194.0,872395091.0
478,BATS (1999),6500000.0,10155691.0,10155691.0
479,BATTLE FOR THE PLANET OF THE APES (1973),1800000.0,8800000.0,8800000.0
480,BATTLE LOS ANGELES (2011),70000000.0,83552429.0,213463976.0
481,BATTLE OF THE SEXES (2017),25000000.0,12638526.0,18445379.0
482,BATTLE OF THE YEAR (2013),20000000.0,8888355.0,16723377.0
483,BATTLEFIELD EARTH A SAGA OF THE YEAR 3000 (2000),80000000.0,21471685.0,29725663.0
484,BATTLESHIP (2012),220000000.0,65233400.0,313477717.0
485,BAYWATCH (2017),60000000.0,58060186.0,175863783.0
486,BE COOL (2005),75000000.0,55849401.0,94944017.0
487,BE KIND REWIND (2008),20000000.0,11175164.0,30894247.0
488,BEAST (2022),36000000.0,31846530.0,59095809.0
489,BEASTLY (2011),17000000.0,27865571.0,38028230.0
490,BEASTMASTER 2 THROUGH THE PORTAL OF TIME (1991),6000000.0,773490.0,773490.0
491,BEASTS OF NO NATION (2015),6000000.0,90777.0,90777.0
492,BEASTS OF THE SOUTHERN WILD (2012),1800000.0,12795746.0,23265132.0
493,BEAUTIFUL (2000),9000000.0,3134509.0,3134509.0
494,BEAUTIFUL BOY (2018),25000000.0,7634767.0,13314562.0
495,BEAUTIFUL CREATURES (2013),50000000.0,19452138.0,60282876.0
496,BEAUTY AND THE BEAST (2017),160000000.0,504014165.0,1270042058.0
497,BEAUTY AND THE BEAST (1991),20000000.0,206333165.0,438656843.0
498,BEAUTY SHOP (2005),25000000.0,36351350.0,38351350.0
499,BEAVIS AND BUTT HEAD DO AMERICA (1996),12000000.0,63118386.0,63118386.0
500,BECAUSE I SAID SO (2007),39000000.0,42674040.0,69538833.0
501,BECAUSE OF WINN DIXIE (2005),15000000.0,32647042.0,33508485.0
502,BECOMING JANE (2007),16500000.0,18663911.0,39380831.0
503,BEDAZZLED (2000),48000000.0,37879996.0,90376224.0
504,BEDTIME STORIES (2008),80000000.0,110101975.0,221468935.0
505,BEE MOVIE (2007),150000000.0,126631277.0,287594577.0
506,BEERFEST (2006),17500000.0,19185184.0,20159316.0
507,BEETLEJUICE (1988),15000000.0,73839613.0,74456266.0
508,BEFORE I FALL (2017),5000000.0,12241072.0,18945682.0
509,BEFORE I GO TO SLEEP (2014),22000000.0,3242457.0,19563579.0
510,BEFORE MIDNIGHT (2013),3000000.0,8110621.0,23241189.0
511,BEFORE SUNRISE (1995),2500000.0,5274005.0,5691852.0
512,BEFORE SUNSET (2004),2000000.0,5792822.0,11217346.0
513,BEFORE WE GO (2015),3000000.0,37151.0,483938.0
514,BEGIN AGAIN (2014),8000000.0,16170632.0,67731796.0
515,BEGINNERS (2011),3200000.0,5790894.0,14314407.0
516,BEHIND ENEMY LINES (2001),40000000.0,58855732.0,58855732.0
517,BEING CHARLIE (2016),2000000.0,30400.0,32964.0
518,BEING JOHN MALKOVICH (1999),13000000.0,22858926.0,32382381.0
519,BEING JULIA (2004),18000000.0,7739049.0,14451322.0
520,BELIEVE (2016),3500000.0,890303.0,890303.0
521,BELLA (2007),3300000.0,8093373.0,12405473.0
522,BELLY (1998),3000000.0,9639390.0,9639390.0
523,BELOVED (1998),53000000.0,22852487.0,22852487.0
524,BEN HUR (2016),95000000.0,26410477.0,91669648.0
525,BEN HUR (1959),15000000.0,73000000.0,73259017.0
526,BEN HUR A TALE OF THE CHRIST (1925),3900000.0,9000000.0,9000000.0
527,BEN IS BACK (2018),13000000.0,3703182.0,12616995.0
528,BEND IT LIKE BECKHAM (2002),5600000.0,32543449.0,74566042.0
529,BENEATH THE PLANET OF THE APES (1970),3000000.0,17489009.0,17489009.0
530,BENJI (1974),500000.0,31559560.0,31559560.0
531,BEOWULF (2007),150000000.0,82280579.0,195080579.0
532,BERLIN SYNDROME (2017),5500000.0,28660.0,788191.0
533,BERNIE (2012),6000000.0,9204489.0,10106975.0
534,BEST IN SHOW (2000),6000000.0,18621249.0,20695413.0
535,BEST OF ENEMIES (2015),750000.0,892802.0,940936.0
536,BETTER LUCK TOMORROW (2003),250000.0,3802390.0,3809226.0
537,BETTY FISHER ET AUTRES HISTOIRES (2002),7500000.0,206400.0,206400.0
538,BEVERLY HILLS CHIHUAHUA (2008),20000000.0,94514402.0,154218168.0
539,BEVERLY HILLS COP (1984),15000000.0,234760478.0,316300000.0
540,BEVERLY HILLS COP II (1987),20000000.0,153665036.0,276665036.0
541,BEVERLY HILLS COP III (1994),50000000.0,42586861.0,119180938.0
542,BEWITCHED (2005),80000000.0,63313159.0,131159306.0
543,BEYOND BORDERS (2003),60000000.0,4426297.0,11427090.0
544,BEYOND THE BLACK RAINBOW (2012),1100000.0,56491.0,56491.0
545,BEYOND THE BRICK A LEGO BRICKUMENTARY (2015),1000000.0,101531.0,101531.0
546,BEYOND THE LIGHTS (2014),7000000.0,14618727.0,14618727.0
547,BEYOND THE MAT (1999),500000.0,2047570.0,2047570.0
548,BEYOND THE SEA (2004),24000000.0,6144806.0,8292914.0
549,BEYOND THE VALLEY OF THE DOLLS (1970),1000000.0,9000000.0,9000000.0
550,BICENTENNIAL MAN (1999),90000000.0,58220776.0,87420776.0
551,BIENVENUE CHEZ LES CH'TIS (2008),16000000.0,1477650.0,247474497.0
552,BIG (1988),18000000.0,114968774.0,151665347.0
553,BIG DADDY (1999),30000000.0,163479795.0,228641283.0
554,BIG EYES (2014),10000000.0,14482031.0,27317872.0
555,BIG FAT LIAR (2002),15000000.0,47811275.0,52461017.0
556,BIG FISH (2003),70000000.0,66432867.0,123954323.0
557,BIG HERO 6 (2014),165000000.0,222527828.0,648415024.0
558,BIG MIRACLE (2012),40000000.0,20157300.0,25268680.0
559,BIG MOMMA'S HOUSE (2000),33000000.0,117559438.0,173559438.0
560,BIG MOMMA'S HOUSE 2 (2006),40000000.0,70165972.0,137047376.0
561,BIG MOMMAS LIKE FATHER LIKE SON (2011),32000000.0,37915414.0,82332450.0
562,BIG TROUBLE (2002),45000000.0,7262288.0,8488871.0
563,BIG TROUBLE IN LITTLE CHINA (1986),25000000.0,11100000.0,11208967.0
564,BIKUR HA TIZMORET (2008),750000.0,3053823.0,15161647.0
565,BILAL A NEW BREED OF HERO (2017),30000000.0,490973.0,648599.0
566,BILL AND TED FACE THE MUSIC (2020),25000000.0,3439660.0,6255630.0
567,BILL AND TED'S BOGUS JOURNEY (1991),20000000.0,37537675.0,37540012.0
568,BILL AND TED'S EXCELLENT ADVENTURE (1989),10000000.0,40485039.0,40510111.0
569,BILLY ELLIOT (2000),5000000.0,21995263.0,109252972.0
570,BILLY JACK (1971),800000.0,98000000.0,98000000.0
571,BILLY LYNN'S LONG HALFTIME WALK (2016),40000000.0,1738477.0,30230402.0
572,BILLY THE EARLY YEARS OF BILLY GRAHAM (2008),3600000.0,320896.0,320896.0
573,BIRDMAN OR THE UNEXPECTED VIRTUE OF IGNORANCE (2014),18000000.0,42340598.0,102926247.0
574,BIRDS OF PREY AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN (2020),82000000.0,84158461.0,201005552.0
575,BIRTH (2004),20000000.0,5005899.0,14603001.0
576,BIRTH OF THE DRAGON (2017),31000000.0,6901965.0,7220490.0
577,BIRTHDAY GIRL (2002),13000000.0,4919896.0,8130727.0
578,BITTER HARVEST (2017),21000000.0,557241.0,606162.0
579,BIUTIFUL (2011),35000000.0,5101237.0,24687524.0
580,BLACK ADAM (2022),200000000.0,140501421.0,325145246.0
581,BLACK AND BLUE (2019),12000000.0,22012729.0,22730144.0
582,BLACK AND WHITE (2000),10000000.0,5241315.0,5241315.0
583,BLACK CHRISTMAS (2019),5000000.0,10429730.0,18526087.0
584,BLACK CHRISTMAS (2006),9000000.0,16235738.0,16235738.0
585,BLACK HAWK DOWN (2001),95000000.0,108638745.0,159691085.0
586,BLACK KNIGHT (2001),35000000.0,33422806.0,33422806.0
587,BLACK MASS (2015),53000000.0,62575678.0,98837872.0
588,BLACK NATIVITY (2013),17500000.0,7018188.0,7454184.0
589,BLACK NOVEMBER (2015),7500000.0,5782.0,38354.0
590,BLACK OR WHITE (2015),9000000.0,21571189.0,21971021.0
591,BLACK PANTHER (2018),200000000.0,700059566.0,1336494320.0
592,BLACK RAIN (1989),30000000.0,45892212.0,133892212.0
593,BLACK SNAKE MOAN (2007),15000000.0,9396870.0,10951153.0
594,BLACK SWAN (2010),13000000.0,106954678.0,331266710.0
595,BLACK WIDOW (2021),200000000.0,183651655.0,379751131.0
596,BLACKHAT (2015),70000000.0,8005980.0,19665004.0
597,BLACKKKLANSMAN (2018),15000000.0,49275340.0,93411426.0
598,BLACKLIGHT (2022),29000000.0,9591094.0,16017096.0
599,BLACKTHORN (2011),4500000.0,200558.0,1217307.0
600,BLADE (1998),45000000.0,70141876.0,131237688.0
601,BLADE 2 (2002),54000000.0,81676888.0,154338601.0
602,BLADE RUNNER (1982),28000000.0,32656328.0,39538663.0
603,BLADE RUNNER 2049 (2017),185000000.0,92054159.0,258829058.0
604,BLADE TRINITY (2004),65000000.0,52397389.0,131353165.0
605,BLADES OF GLORY (2007),61000000.0,118594548.0,145594548.0
606,BLAIR WITCH (2016),10000000.0,20777061.0,38985577.0
607,BLAST FROM THE PAST (1999),35000000.0,26613620.0,26613620.0
608,BLAZING SADDLES (1974),2600000.0,119500000.0,119500000.0
609,BLEED FOR THIS (2016),16000000.0,5083906.0,7171320.0
610,BLENDED (2014),45000000.0,46290741.0,127990741.0
611,BLESS THE CHILD (2000),40000000.0,29374178.0,40435694.0
612,BLINDED BY THE LIGHT (2019),15000000.0,11901145.0,18136756.0
613,BLINDNESS (2008),25000000.0,3073392.0,20052958.0
614,BLOCKERS (2018),21000000.0,60311495.0,94523781.0
615,BLONDE AMBITION (2007),10000000.0,6422.0,1537479.0
616,BLOOD AND CHOCOLATE (2007),15000000.0,3526588.0,6551310.0
617,BLOOD AND WINE (1997),26000000.0,1083350.0,1083350.0
618,BLOOD DIAMOND (2006),100000000.0,57377916.0,171377916.0
619,BLOOD DONE SIGN MY NAME (2010),10000000.0,109383.0,109383.0
620,BLOOD FEAST (2018),1200000.0,8708.0,8708.0
621,BLOOD SIMPLE (1985),1500000.0,1690913.0,2730877.0
622,BLOOD TIES (2013),26000000.0,42472.0,2923959.0
623,BLOOD WORK (2002),50000000.0,26199517.0,26199517.0
624,BLOODRAYNE (2006),25000000.0,2405420.0,3711633.0
625,BLOODSHOT (2019),45000000.0,10021787.0,37163054.0
626,BLOODSPORT (1988),1500000.0,11806119.0,11806119.0
627,BLOW (2001),30000000.0,52990775.0,83282296.0
628,BLOW OUT (1981),18000000.0,13747234.0,13747988.0
629,BLUE CAR (2003),1000000.0,464126.0,475367.0
630,BLUE CRUSH (2002),30000000.0,40118420.0,51618420.0
631,BLUE JASMINE (2013),18000000.0,33404871.0,102912961.0
632,BLUE LIKE JAZZ (2012),1200000.0,595018.0,595018.0
633,BLUE RUIN (2014),420000.0,258384.0,437002.0
634,BLUE STREAK (1999),36000000.0,68208190.0,117448157.0
635,BLUE VALENTINE (2010),1000000.0,9737892.0,16566240.0
636,BO GIA (2021),1000000.0,350000.0,350000.0
637,BOAT TRIP (2003),15000000.0,8586376.0,14933713.0
638,BOBBY (2006),14000000.0,11242801.0,20597806.0
639,BOBBY JONES STROKE OF GENIUS (2004),17000000.0,2694071.0,2694071.0
640,BODY DOUBLE (1984),10000000.0,8801940.0,8801940.0
641,BODY OF LIES (2008),67500000.0,39394666.0,118556530.0
642,BOGUS (1996),32000000.0,4357406.0,4357406.0
643,BOHEMIAN RHAPSODY (2018),55000000.0,216303339.0,885527384.0
644,BOILER ROOM (2000),9000000.0,16963963.0,28773637.0
645,BOLT (2008),150000000.0,114053579.0,328015029.0
646,BOMBSHELL (2019),32000000.0,31762808.0,61404394.0
647,BON COP BAD COP (2006),8000000.0,12671300.0,12740705.0
648,BON VOYAGE (2004),20000000.0,2353728.0,8359720.0
649,BONES (2001),10000000.0,7316658.0,8378853.0
650,BONNIE AND CLYDE (1967),2500000.0,50700000.0,50700000.0
651,BOOGEYMAN (2005),20000000.0,46752382.0,67192859.0
652,BOOGIE NIGHTS (1997),15000000.0,26410771.0,43111725.0
653,BOOK CLUB (2018),10000000.0,68566296.0,106256217.0
654,BOOK OF SHADOWS BLAIR WITCH 2 (2000),15000000.0,26421314.0,47721314.0
655,BOOKSMART (2019),6000000.0,22680962.0,24948141.0
656,BOOM TOWN (1940),2000000.0,9172000.0,9172000.0
657,BOOMERANG (1992),42000000.0,70052444.0,131052444.0
658,BORAT (2006),18000000.0,128505958.0,261443242.0
659,BORG VS MCENROE (2017),7500000.0,231346.0,8824873.0
660,BORN ON THE FOURTH OF JULY (1989),14000000.0,70001698.0,70001698.0
661,BORN TO FLY ELIZABETH STREB VS GRAVITY (2014),500000.0,1822.0,1822.0
662,BOTTLE ROCKET (1996),5000000.0,407488.0,407576.0
663,BOTTLE SHOCK (2008),5000000.0,4078607.0,4815890.0
664,BOUNCE (2000),35000000.0,36805288.0,53425292.0
665,BOUND (1996),4500000.0,3802260.0,7011317.0
666,BOUND BY HONOR (1993),35000000.0,4496583.0,4496583.0
667,BOWFINGER (1999),55000000.0,66458769.0,98699769.0
668,BOWLING FOR COLUMBINE (2002),3000000.0,21576018.0,58240487.0
669,BOY ERASED (2018),11000000.0,6788692.0,11862650.0
670,BOYHOOD (2014),4000000.0,25379975.0,57273049.0
671,BOYNTON BEACH CLUB (2006),2900000.0,3127472.0,3127472.0
672,BOYS AND GIRLS (2000),16000000.0,21799652.0,21799652.0
673,BOYS DON'T CRY (1999),2000000.0,11540607.0,20741000.0
674,BOYZ N THE HOOD (1991),6500000.0,56190094.0,56215095.0
675,BRAHMS THE BOY II (2020),10000000.0,12611536.0,18968326.0
676,BRAINSTORM (1983),15000000.0,8921050.0,8921050.0
677,BRAM STOKER'S DRACULA (1992),40000000.0,82522790.0,215862666.0
678,BRAN NUE DAE (2010),6750000.0,113568.0,6812530.0
679,BRAVE (2012),185000000.0,237282182.0,554606532.0
680,BRAVEHEART (1995),72000000.0,75545647.0,209045244.0
681,BRAZIL (1985),15000000.0,9929135.0,9934484.0
682,BREAKDOWN (1997),36000000.0,50159144.0,50159144.0
683,BREAKFAST OF CHAMPIONS (1999),12000000.0,178287.0,178287.0
684,BREAKIN' ALL THE RULES (2004),9000000.0,12232382.0,12512317.0
685,BREAKING IN (2018),6000000.0,46840590.0,51485382.0
686,BREAKING UPWARDS (2010),15000.0,115592.0,115592.0
687,BREAKTHROUGH (2019),14000000.0,40713082.0,49231674.0
688,BREATHLESS (1983),7000000.0,19910002.0,19910002.0
689,BRIAN BANKS (2019),10000000.0,4376820.0,4376820.0
690,BRICK (2006),450000.0,2075743.0,4243996.0
691,BRICK LANE (2008),2500000.0,1094998.0,3838486.0
692,BRICK MANSIONS (2014),28000000.0,20396829.0,73421224.0
693,BRIDE AND PREJUDICE (2005),7000000.0,6601079.0,25269040.0
694,BRIDE OF CHUCKY (1998),25000000.0,32404188.0,50692188.0
695,BRIDE WARS (2009),30000000.0,58715510.0,115150424.0
696,BRIDESMAIDS (2011),32500000.0,169211718.0,289632023.0
697,BRIDGE OF SPIES (2015),40000000.0,72313754.0,162498338.0
698,BRIDGE TO TERABITHIA (2007),25000000.0,82234139.0,137984788.0
699,BRIDGET JONES THE EDGE OF REASON (2004),50000000.0,40203020.0,263894551.0
700,BRIDGET JONES'S BABY (2016),35000000.0,24139805.0,207298383.0
701,BRIDGET JONES'S DIARY (2001),25000000.0,71500556.0,277902373.0
702,BRIGHAM CITY (2001),1000000.0,852206.0,852206.0
703,BRIGHT LIGHTS BIG CITY (1988),25000000.0,16118077.0,16118077.0
704,BRIGHT STAR (2009),8500000.0,4444637.0,17220091.0
705,BRIGHTBURN (2019),7000000.0,17259427.0,33183640.0
706,BRIGHTON ROCK (2011),11000000.0,229653.0,229653.0
707,BRING IT ON (2000),10000000.0,68353550.0,90453550.0
708,BRINGING DOWN THE HOUSE (2003),20000000.0,132675402.0,164675402.0
709,BRINGING OUT THE DEAD (1999),32000000.0,16640210.0,16640210.0
710,BROKEBACK MOUNTAIN (2005),13900000.0,83043761.0,176980863.0
711,BROKEDOWN PALACE (1999),25000000.0,10115014.0,11115766.0
712,BROKEN ARROW (1996),65000000.0,70645997.0,148345997.0
713,BROKEN CITY (2013),35000000.0,19701164.0,37114977.0
714,BROKEN FLOWERS (2005),10000000.0,13744960.0,40744960.0
715,BROKEN VESSELS (1999),600000.0,15030.0,85343.0
716,BRONSON (2009),230000.0,104979.0,2703762.0
717,BROOKLYN (2015),11000000.0,38322743.0,62076141.0
718,BROOKLYN RULES (2007),8000000.0,458232.0,458232.0
719,BROOKLYN'S FINEST (2010),17000000.0,27163593.0,39233233.0
720,BROTHER (2001),12000000.0,450594.0,477693.0
721,BROTHERLY LOVE (2015),1900000.0,478595.0,478595.0
722,BROTHERS (2015),13000000.0,656688.0,17856688.0
723,BROTHERS (2009),26000000.0,28544157.0,45043870.0
724,BROWN SUGAR (2002),8000000.0,27362712.0,28315272.0
725,BRUCE ALMIGHTY (2003),81000000.0,242704995.0,484468608.0
726,BRUNO (2009),42000000.0,60054530.0,138708527.0
727,BUBBA HO TEP (2003),1000000.0,1239183.0,1492895.0
728,BUBBLE (2006),1600000.0,145382.0,145382.0
729,BUBBLE BOY (2001),13000000.0,5002310.0,5002310.0
730,BUCKY LARSON BORN TO BE A STAR (2011),10000000.0,2529395.0,2529395.0
731,BUFFALO '66 (1998),1500000.0,2380606.0,2381227.0
732,BUFFALO SOLDIERS (2003),15000000.0,353743.0,1768976.0
733,BUFFY THE VAMPIRE SLAYER (1992),7000000.0,14231669.0,14231669.0
734,BUG (2007),4000000.0,7006708.0,8302995.0
735,BULLET TO THE HEAD (2013),55000000.0,9489829.0,22597969.0
736,BULLET TRAIN (2022),85900000.0,103259633.0,238851101.0
737,BULLETPROOF MONK (2003),52000000.0,23010607.0,26922492.0
738,BULLETS OVER BROADWAY (1994),20000000.0,13383747.0,13383747.0
739,BULLY (2001),2100000.0,881824.0,1381824.0
740,BULWORTH (1998),30000000.0,26528684.0,29203383.0
741,BUMBLEBEE (2018),102000000.0,127195589.0,465195589.0
742,BURIED (2010),1987650.0,1044143.0,21270290.0
743,BURLESQUE (2010),55000000.0,39440655.0,90552675.0
744,BURN (2012),225000.0,1109276.0,1109276.0
745,BURN AFTER READING (2008),37000000.0,60355347.0,168167798.0
746,BURNT (2015),20000000.0,13651946.0,36766293.0
747,BUT I'M A CHEERLEADER (2000),1200000.0,2205627.0,2509344.0
