,Movie,Production Budget,Domestic Gross,Worldwide Gross
823,CHAIN LETTER (2010),3000000.0,205842.0,1022453.0
824,CHAIN REACTION (1996),55000000.0,21226204.0,60209334.0
825,CHAIRMAN OF THE BOARD (1998),7000000.0,306715.0,306715.0
826,CHANGELING (2008),55000000.0,35739802.0,113805580.0
827,CHANGING LANES (2002),45000000.0,66790248.0,66790248.0
828,CHAOS WALKING (2021),100000000.0,13287908.0,27072169.0
829,CHAPPIE (2015),49000000.0,31569268.0,105002056.0
830,CHARIOTS OF FIRE (1981),5500000.0,61558162.0,61910507.0
831,CHARLIE AND THE CHOCOLATE FACTORY (2005),150000000.0,206459076.0,475825484.0
832,CHARLIE BARTLETT (2008),12000000.0,3950294.0,5295909.0
833,CHARLIE ST CLOUD (2010),44000000.0,31206263.0,48478084.0
834,CHARLIE WILSON'S WAR (2007),75000000.0,66661095.0,119512771.0
835,CHARLIE'S ANGELS (2019),48000000.0,17801306.0,73235048.0
836,CHARLIE'S ANGELS (2000),90000000.0,125305545.0,259736090.0
837,CHARLIE'S ANGELS FULL THROTTLE (2003),120000000.0,100814328.0,227163273.0
838,CHARLOTTE'S WEB (2006),82500000.0,82985708.0,143985708.0
839,CHARLY (2002),950000.0,814666.0,814666.0
840,CHASING AMY (1997),250000.0,12006514.0,15155095.0
841,CHASING LIBERTY (2004),23000000.0,12189514.0,12291975.0
842,CHASING MAVERICKS (2012),20000000.0,6002756.0,8300821.0
843,CHASING PAPI (2003),9000000.0,6126237.0,12657377.0
844,CHE PART 1 THE ARGENTINE (2008),58000000.0,1802521.0,31627370.0
845,CHEAP THRILLS (2014),100000.0,59424.0,59424.0
846,CHEAPER BY THE DOZEN (2003),40000000.0,138614544.0,190212113.0
847,CHEAPER BY THE DOZEN 2 (2005),60000000.0,82571173.0,135015330.0
848,CHERI (2009),23000000.0,2715657.0,2715657.0
849,CHERNOBYL DIARIES (2012),1000000.0,18119640.0,42411721.0
850,CHI RAQ (2015),15000000.0,2653031.0,2733397.0
851,CHICAGO (2002),30000000.0,170687518.0,306770545.0
852,CHICKEN LITTLE (2005),150000000.0,135386665.0,310043823.0
853,CHICKEN RUN (2000),42000000.0,106793915.0,227793915.0
854,CHICO AND RITA (2012),13000000.0,197785.0,3347219.0
855,CHILD 44 (2015),50000000.0,1224330.0,8004221.0
856,CHILD'S PLAY (1988),9000000.0,33244684.0,44196684.0
857,CHILD'S PLAY 2 (1990),13000000.0,26904572.0,34166572.0
858,CHILDLESS (2015),1000000.0,1036.0,1036.0
859,CHILDREN OF MEN (2006),76000000.0,35552383.0,69845011.0
860,CHILL FACTOR (1999),34000000.0,11263966.0,11263966.0
861,CHINATOWN (1974),6000000.0,23169837.0,23169837.0
862,CHINJEOLHAN GEUMJASSI (2006),4500000.0,211667.0,23471871.0
863,CHIPS (2017),25000000.0,18600152.0,23190292.0
864,CHLOE (2010),13000000.0,3075255.0,13176612.0
865,CHOCOLAT (2000),25000000.0,71309760.0,152500343.0
866,CHOCOLATE DEEP DARK SECRETS (2005),1000000.0,49000.0,1549000.0
867,CHOKE (2008),3400000.0,2926565.0,4124277.0
868,CHRISTIAN MINGLE THE MOVIE (2014),650000.0,19836.0,28176.0
869,CHRISTMAS WITH THE KRANKS (2004),50000000.0,73701902.0,96469187.0
870,CHRISTOPHER ROBIN (2018),75000000.0,99215042.0,197744377.0
871,CHRONICLE (2012),12000000.0,64575175.0,123681790.0
872,CHUCK AND BUCK (2000),250000.0,1055671.0,1157672.0
873,CHURCHILL (2017),10000000.0,1279681.0,7582196.0
874,CIDADE DE DEUS (2003),3300000.0,7563397.0,32059295.0
875,CINCO DE MAYO LA BATALLA (2013),10000000.0,173472.0,173472.0
876,CINDERELLA (1950),2900000.0,85000000.0,263591415.0
877,CINDERELLA (2015),95000000.0,201151353.0,542351353.0
878,CINDERELLA MAN (2005),88000000.0,61649911.0,105021488.0
879,CIRCLE (2010),2000000.0,10024.0,10024.0
880,CIRCUMSTANCE (2011),900000.0,454121.0,958978.0
881,CIRQUE DU FREAK THE VAMPIRE'S ASSISTANT (2009),40000000.0,14046595.0,39753957.0
882,CIRQUE DU SOLEIL WORLDS AWAY (2012),25000000.0,12512862.0,34153101.0
883,CITY BY THE SEA (2002),40000000.0,22433915.0,22505932.0
884,CITY HALL (1996),40000000.0,20278055.0,20278055.0
885,CITY ISLAND (2010),6000000.0,6671283.0,8173486.0
886,CITY OF ANGELS (1998),55000000.0,78750909.0,198750909.0
887,CITY OF EMBER (2008),38000000.0,7873007.0,17831558.0
888,CITY OF GHOSTS (2003),17500000.0,325491.0,325491.0
889,CIVIL BRAND (2003),500000.0,254293.0,254293.0
890,CLASH OF THE TITANS (1981),15000000.0,30000000.0,44400000.0
891,CLASH OF THE TITANS (2010),125000000.0,163214888.0,493214888.0
892,CLASS OF 1984 (1982),3250000.0,6965361.0,6965361.0
893,CLAY PIGEONS (1998),8000000.0,1793359.0,2256606.0
894,CLEAN (2006),10000.0,138711.0,138711.0
895,CLEAR AND PRESENT DANGER (1994),62000000.0,122012656.0,207500000.0
896,CLEOPATRA (1963),42000000.0,57000000.0,71000000.0
897,CLERKS (1994),27000.0,3073428.0,3894240.0
898,CLERKS II (2006),5000000.0,24148068.0,27342246.0
899,CLICK (2006),82500000.0,137355633.0,237685089.0
900,CLIFFHANGER (1993),65000000.0,84049211.0,255000000.0
901,CLIFFORD THE BIG RED DOG (2021),64000000.0,48947356.0,77145723.0
902,CLOCKSTOPPERS (2002),26000000.0,36985501.0,38788828.0
903,CLOCKWATCHERS (1998),2000000.0,537948.0,539961.0
904,CLOSE ENCOUNTERS OF THE THIRD KIND (1977),20000000.0,169100479.0,340800479.0
905,CLOSER (2004),35000000.0,33987757.0,116148537.0
906,CLOSET MONSTER (2016),1850000.0,42166.0,99748.0
907,CLOUD ATLAS (2012),102000000.0,27108272.0,130673154.0
908,CLOUDY WITH A CHANCE OF MEATBALLS (2009),100000000.0,124870275.0,236827677.0
909,CLOUDY WITH A CHANCE OF MEATBALLS 2 (2013),78000000.0,119793567.0,274392649.0
910,CLOVERFIELD (2008),25000000.0,80048433.0,171302226.0
911,CLUB DREAD (2004),8500000.0,5001655.0,7573551.0
912,CLUELESS (1995),13700000.0,56598476.0,57956568.0
913,COACH CARTER (2005),45000000.0,67264877.0,76665507.0
914,COAL MINER'S DAUGHTER (1980),15000000.0,67182787.0,67182787.0
915,COBRA (1986),25000000.0,49042224.0,49042224.0
916,COCKTAIL (1988),20000000.0,78222753.0,78222753.0
917,COCO (2017),175000000.0,210460015.0,797660271.0
918,COCO AVANT CHANEL (2009),23000000.0,6113834.0,50813834.0
919,CODE 46 (2004),7500000.0,197148.0,1788324.0
920,CODE NAME THE CLEANER (2007),20000000.0,8135024.0,8135024.0
921,COLD MOUNTAIN (2003),80000000.0,95632614.0,165173909.0
922,COLD PURSUIT (2019),60000000.0,32138862.0,62599159.0
923,COLLATERAL (2004),60000000.0,100170152.0,217602967.0
924,COLLATERAL BEAUTY (2016),36000000.0,31016021.0,85309093.0
925,COLLATERAL DAMAGE (2002),85000000.0,40048332.0,78353508.0
926,COLLEGE (2008),6000000.0,4694491.0,6176114.0
927,COLLIDE (2016),29200000.0,2280004.0,5466698.0
928,COLOMBIANA (2011),40000000.0,36665854.0,72295262.0
929,COLUMBUS (2017),700000.0,1017107.0,1110511.0
930,COME EARLY MORNING (2006),6000000.0,119452.0,119452.0
931,COME PLAY (2020),9000000.0,10475990.0,12624174.0
932,COMING HOME (1978),3000000.0,32653000.0,32653000.0
933,COMMANDO (1985),10000000.0,35073978.0,35078913.0
934,COMPADRES (2016),3000000.0,3127773.0,7445044.0
935,COMPANY MAN (2001),12000000.0,146028.0,622273.0
936,COMPLIANCE (2012),270000.0,319285.0,830700.0
937,CON AIR (1997),80000000.0,101117573.0,224117573.0
938,CONAN THE BARBARIAN (2011),90000000.0,21295021.0,63356133.0
939,CONAN THE BARBARIAN (1982),20000000.0,38264085.0,79114085.0
940,CONAN THE DESTROYER (1984),18000000.0,26400000.0,26400000.0
941,CONCUSSION (2015),35000000.0,34531832.0,50363790.0
942,CONFESSIONS OF A DANGEROUS MIND (2002),29000000.0,16007718.0,33013805.0
943,CONFESSIONS OF A TEENAGE DRAMA QUEEN (2004),15000000.0,29331068.0,33118854.0
944,CONFIDENCE (2003),15000000.0,12212417.0,12970401.0
945,CONGO (1995),50000000.0,81022333.0,152022333.0
946,CONNIE AND CARLA (2004),20000000.0,8047525.0,9649039.0
947,CONQUEST OF THE PLANET OF THE APES (1972),1700000.0,9700000.0,9700000.0
948,CONSPIRACY THEORY (1997),80000000.0,76118990.0,142783718.0
949,CONSTANTINE (2005),75000000.0,75976178.0,221593554.0
950,CONTACT (1997),90000000.0,100920329.0,165900000.0
951,CONTAGION (2011),60000000.0,75658097.0,137551591.0
952,CONTRABAND (2012),25000000.0,66528000.0,98406855.0
953,CONTROL (2007),6400000.0,871577.0,8902141.0
954,CONVERSATIONS WITH OTHER WOMEN (2006),450000.0,379418.0,1297745.0
955,CONVICTION (2010),12500000.0,6797696.0,11826980.0
956,COOL RUNNINGS (1993),14000000.0,68856263.0,155008909.0
957,COP CAR (2015),5000000.0,134552.0,143658.0
958,COP LAND (1997),15000000.0,44906632.0,63706632.0
959,COP OUT (2010),37000000.0,44875481.0,55909910.0
960,COPYCAT (1995),20000000.0,32051917.0,32051917.0
961,COPYING BEETHOVEN (2006),11000000.0,355968.0,6586324.0
962,CORALINE (2009),60000000.0,75286229.0,126037057.0
963,CORIOLANUS (2012),10000000.0,749641.0,2536707.0
964,CORKY ROMANO (2001),11000000.0,23978402.0,25116103.0
965,CORPSE BRIDE (2005),30000000.0,53359111.0,114770654.0
966,CORPUS CHRISTI (2019),1300000.0,127240.0,10951283.0
967,COUNTDOWN (2019),6500000.0,25621766.0,42176201.0
968,COUNTING (2015),50000.0,8374.0,8374.0
969,COUNTRY STRONG (2010),15000000.0,20218921.0,20601987.0
970,COUPLES RETREAT (2009),60000000.0,109205660.0,172450423.0
971,COURAGE UNDER FIRE (1996),46000000.0,59003384.0,100833145.0
972,COURAGEOUS (2011),2000000.0,35017223.0,35680886.0
973,COWBOYS AND ALIENS (2011),163000000.0,100368560.0,176038324.0
974,COYOTE UGLY (2000),45000000.0,60786269.0,113916474.0
975,CRADLE 2 THE GRAVE (2003),25000000.0,34657731.0,56434942.0
976,CRADLE WILL ROCK (1999),32000000.0,2899970.0,2899970.0
977,CRANK (2006),12000000.0,27838408.0,43924923.0
978,CRANK 2 HIGH VOLTAGE (2009),20000000.0,13684249.0,35472739.0
979,CRASH (2005),7303082.0,55334418.0,101173038.0
980,CRASH (1996),10000000.0,3357324.0,3412380.0
981,CRAWL (2019),17000000.0,39014193.0,91720490.0
982,CRAZY BEAUTIFUL (2001),13000000.0,16929123.0,19929123.0
983,CRAZY HEART (2009),8500000.0,39471742.0,47417251.0
984,CRAZY IN ALABAMA (1999),15000000.0,1954202.0,1954202.0
985,CRAZY RICH ASIANS (2018),30000000.0,174532921.0,237814149.0
986,CRAZY STUPID LOVE (2011),50000000.0,84351197.0,146493974.0
987,CREATIVE CONTROL (2016),1000000.0,63014.0,63014.0
988,CREATURE (2011),3000000.0,508714.0,533235.0
989,CREED (2015),37000000.0,109767581.0,173567581.0
990,CREED II (2018),50000000.0,115715889.0,213591522.0
991,CREEPSHOW (1982),8000000.0,20036244.0,20036244.0
992,CREEPSHOW 2 (1987),3500000.0,14000000.0,14000000.0
993,CRIMINAL (2015),31500000.0,14708696.0,38771262.0
994,CRIMSON PEAK (2015),55000000.0,31090320.0,74966854.0
995,CRIMSON TIDE (1995),55000000.0,91387195.0,159387195.0
996,CRITICAL CARE (1997),12000000.0,220175.0,220175.0
997,CROCODILE DUNDEE (1986),8800000.0,174803506.0,328203506.0
998,CROCODILE DUNDEE 2 (1988),14000000.0,109306210.0,239606210.0
999,CROCODILE DUNDEE IN LOS ANGELES (2001),25000000.0,25590119.0,39393111.0
1000,CROOKLYN (1994),14000000.0,13024170.0,13024170.0
1001,CROSSOVER (2006),5600000.0,7009668.0,7009668.0
1002,CROSSROADS (2002),12000000.0,37188667.0,57000000.0
1003,CROUCHING TIGER HIDDEN DRAGON (2000),15000000.0,128067808.0,213514672.0
1004,CROWN VIC (2019),3600000.0,3868.0,3868.0
1005,CRUEL INTENTIONS (1999),11000000.0,38665260.0,76238901.0
1006,CRY FREEDOM (1987),29000000.0,5899797.0,25899797.0
1007,CRY WOLF (2005),1000000.0,10047674.0,15943081.0
1008,CUBE (1998),250000.0,489220.0,8969065.0
1009,CURE (2001),10000.0,94596.0,286980.0
1010,CURIOUS GEORGE (2006),50000000.0,58640119.0,71052604.0
1011,CURSED (2005),35000000.0,19294901.0,25114901.0
1012,CUT THROAT CITY (2020),8000000.0,855894.0,864907.0
1013,CUTTHROAT ISLAND (1995),92000000.0,10017322.0,18517322.0
1014,CYRUS (2010),7000000.0,7468936.0,10062896.0
1015,D E B S (2005),3500000.0,96793.0,96793.0
1016,DADDY DAY CAMP (2007),6000000.0,13235267.0,18209872.0
1017,DADDY DAY CARE (2003),60000000.0,104148781.0,164285587.0
1018,DADDY'S HOME (2015),50000000.0,150357137.0,241504989.0
1019,DADDY'S HOME 2 (2017),70000000.0,104029443.0,175807183.0
1020,DALLAS BUYERS CLUB (2013),5000000.0,27298285.0,60611845.0
1021,DAMSELS IN DISTRESS (2012),3000000.0,1007535.0,1324299.0
1022,DANCE FLICK (2009),25000000.0,25794018.0,32224624.0
1023,DANCER IN THE DARK (2000),12500000.0,4157491.0,45556774.0
1024,DANCER TEXAS POP 81 (1998),2300000.0,574838.0,574838.0
1025,DANCES WITH WOLVES (1990),19000000.0,184208842.0,424208805.0
1026,DANGAL (2016),9500000.0,12391761.0,305149461.0
1027,DANGEROUS LIAISONS (2012),24200000.0,17000.0,10447579.0
1028,DANGEROUS LIAISONS (1988),14000000.0,34700000.0,34700000.0
1029,DANGEROUS MINDS (1995),23000000.0,84919401.0,178919401.0
1030,DANNY COLLINS (2015),10000000.0,5637066.0,9271825.0
1031,DANNY THE DOG (2005),43000000.0,24537621.0,49037621.0
1032,DANTE'S PEAK (1997),115000000.0,67163857.0,178200000.0
1033,DAREDEVIL (2003),80000000.0,102543518.0,182782518.0
1034,DARK ANGEL (1990),7000000.0,4372561.0,4372561.0
1035,DARK BLUE (2003),15000000.0,9237470.0,12262065.0
1036,DARK CITY (1998),27000000.0,14435076.0,27257061.0
1037,DARK PHOENIX (2019),200000000.0,65845974.0,246356895.0
1038,DARK SHADOWS (2012),150000000.0,79727149.0,238202668.0
1039,DARK SKIES (2013),3500000.0,17418667.0,27704111.0
1040,DARK WATER (2005),60000000.0,25473093.0,49473093.0
1041,DARKEST HOUR (2017),30000000.0,56443120.0,150807630.0
1042,DARKNESS (2004),10600000.0,22163442.0,34409206.0
1043,DARKNESS FALLS (2003),7000000.0,32539681.0,47289758.0
1044,DARLING COMPANION (2012),12000000.0,793352.0,1200346.0
1045,DARLING LILI (1970),22000000.0,5000000.0,5000000.0
1046,DAS BOOT (1982),12000000.0,11487676.0,84970337.0
1047,DAS LEBEN DER ANDEREN (2007),2000000.0,11284657.0,81197047.0
1048,DAS WEISSE BAND EINE DEUTSCHE KINDERGESCHICHTE (2009),18000000.0,2222862.0,25727044.0
1049,DATE MOVIE (2006),20000000.0,48548426.0,85146165.0
1050,DATE NIGHT (2010),55000000.0,98711404.0,152269033.0
1051,DAVE CHAPPELLE'S BLOCK PARTY (2006),3000000.0,11718595.0,12051924.0
1052,DAWN OF THE CRESCENT MOON (2015),75000.0,8799.0,8799.0
1053,DAWN OF THE DEAD (2004),28000000.0,58990765.0,103452875.0
1054,DAWN OF THE DEAD (1979),1500000.0,5100000.0,55000000.0
1055,DAWN OF THE PLANET OF THE APES (2014),170000000.0,208545589.0,710644566.0
1056,DAY OF THE DEAD (1985),3500000.0,5804262.0,34004262.0
1057,DAYBREAKERS (2010),20000000.0,30101577.0,51445503.0
1058,DAYEREH (2001),10000.0,673780.0,683509.0
1059,DAYLIGHT (1996),80000000.0,32908290.0,158908290.0
1060,DAYS OF HEAVEN (1978),3000000.0,3446749.0,3660880.0
1061,DAYS OF THUNDER (1990),60000000.0,82670733.0,157670733.0
1062,DAZED AND CONFUSED (1993),6900000.0,7961889.0,7961889.0
1063,DC LEAGUE OF SUPER PETS (2022),90000000.0,93546551.0,204565336.0
1064,DE BATTRE MON COEUR S'EST ARRETE (2005),5500000.0,1023424.0,8589831.0
1065,DE LOVELY (2004),15000000.0,13337299.0,18524496.0
1066,DE ROUILLE ET D'OS (2012),19500000.0,2061449.0,29393634.0
1067,DEAD ALIVE (1993),3000000.0,242623.0,242623.0
1068,DEAD MAN DOWN (2013),30000000.0,10895295.0,19599974.0
1069,DEAD MAN ON CAMPUS (1998),14000000.0,15064948.0,15064948.0
1070,DEAD MAN WALKING (1995),11000000.0,39387284.0,83088295.0
1071,DEAD MAN'S SHOES (2006),1125000.0,6408.0,414736.0
1072,DEAD POETS SOCIETY (1989),16400000.0,95860116.0,239500000.0
1073,DEAD SILENCE (2007),20000000.0,16574590.0,20614661.0
1074,DEADFALL (2012),6000000.0,66351.0,1673635.0
1075,DEADPOOL (2016),58000000.0,363070709.0,781947691.0
1076,DEADPOOL 2 (2018),110000000.0,324591735.0,786362370.0
1077,DEAR FRANKIE (2005),4600000.0,1340891.0,3099369.0
1078,DEAR JOHN (2010),25000000.0,80014842.0,142033509.0
1079,DEAR WENDY (2005),8000000.0,23106.0,446438.0
1080,DEAR WHITE PEOPLE (2014),1250000.0,4404154.0,5403771.0
1081,DEATH AT A FUNERAL (2010),21000000.0,42739347.0,48977233.0
1082,DEATH AT A FUNERAL (2007),20000000.0,8580428.0,47289148.0
1083,DEATH BECOMES HER (1992),55000000.0,58422650.0,149022650.0
1084,DEATH ON THE NILE (2022),90000000.0,45630104.0,130298184.0
1085,DEATH RACE (2008),65000000.0,36316032.0,72516819.0
1086,DEATH SENTENCE (2007),20000000.0,9534258.0,16907831.0
1087,DEATH TO SMOOCHY (2002),50000000.0,8355815.0,8374062.0
1088,DEATH WISH (2018),30000000.0,34017028.0,48575965.0
1089,DECEPTION (2008),25000000.0,4598506.0,12850033.0
1090,DECEPTIVE PRACTICE THE MYSTERIES AND MENTORS OF RICKY JAY (2013),500000.0,152449.0,152449.0
1091,DECK THE HALLS (2006),51000000.0,35093569.0,46815807.0
1092,DECONSTRUCTING HARRY (1997),20000000.0,10686841.0,10686841.0
1093,DECOYS (2004),5000000.0,84733.0,96760.0
1094,DEEP BLUE SEA (1999),60000000.0,73648228.0,165048228.0
1095,DEEP IMPACT (1998),80000000.0,140464664.0,349464664.0
1096,DEEP RISING (1998),45000000.0,11203026.0,11203026.0
1097,DEEP THROAT (1972),25000.0,45000000.0,45000000.0
1098,DEEPWATER HORIZON (2016),156000000.0,61433527.0,122359309.0
1099,DEF CON 4 (1985),1300000.0,210904.0,210904.0
1100,DEF JAM'S HOW TO BE A PLAYER (1997),12000000.0,14010363.0,14010363.0
1101,DEFENDOR (2010),3750000.0,44462.0,44462.0
1102,DEFIANCE (2009),50000000.0,28644813.0,52987754.0
1103,DEFINITELY MAYBE (2008),7000000.0,32241649.0,55617866.0
1104,DEJA VU (2006),80000000.0,64038616.0,181038616.0
1105,DELGO (2008),40000000.0,915840.0,915840.0
1106,DELIVER US FROM EVIL (2014),30000000.0,30577122.0,87956618.0
1107,DELIVERY MAN (2013),22000000.0,30659817.0,55616322.0
1108,DEN OF THIEVES (2018),30000000.0,44947622.0,80147166.0
1109,DENIAL (2016),10000000.0,4073448.0,9263940.0
1110,DER BAADER MEINHOF KOMPLEX (2009),19700000.0,476270.0,16498827.0
1111,DER UNTERGANG (2005),13500000.0,5501940.0,93631744.0
1112,DERAILED (2005),22000000.0,36020063.0,57520063.0
1113,DES HOMMES ET DES DIEUX (2011),5000000.0,3954651.0,46263525.0
1114,DES NOUVELLES DE LA PLANETE MARS (2016),7000000.0,310.0,582849.0
1115,DESERT BLUE (1999),5000000.0,99147.0,99147.0
1116,DESERT DANCER (2014),4000000.0,155271.0,596335.0
1117,DESPERADO (1995),7000000.0,25532388.0,25532388.0
1118,DESPICABLE ME (2010),69000000.0,251513985.0,543464573.0
1119,DESPICABLE ME 2 (2013),76000000.0,368065385.0,975216835.0
1120,DESPICABLE ME 3 (2017),75000000.0,264624300.0,1032809657.0
1121,DESTROYER (2018),9000000.0,1533324.0,5865489.0
1122,DETENTION OF THE DEAD (2013),500000.0,1778.0,1778.0
1123,DETERRENCE (2000),800000.0,144583.0,371647.0
1124,DETROIT (2017),40000000.0,16790139.0,26033563.0
1125,DETROIT ROCK CITY (1999),16000000.0,4217115.0,5825314.0
1126,DEUCE BIGALOW EUROPEAN GIGOLO (2005),22000000.0,22400154.0,45273464.0
1127,DEUCE BIGALOW MALE GIGOLO (1999),18000000.0,65535067.0,92935067.0
1128,DEUCES WILD (2002),10000000.0,6044618.0,6244618.0
1129,DEUX (2020),2750000.0,5495.0,1327823.0
1130,DEVIL (2010),10000000.0,33679655.0,63354114.0
1131,DEVIL'S ADVOCATE (1997),57000000.0,61007424.0,153007424.0
1132,DEVIL'S DUE (2014),7000000.0,15821461.0,36146087.0
1133,DHEEPAN (2015),9000000.0,248795.0,7704357.0
1134,DHOOM 3 (2013),24000000.0,8031955.0,11723620.0
1135,DIAMONDS (1999),11900000.0,81897.0,81897.0
1136,DIAMONDS ARE FOREVER (1971),7200000.0,43800000.0,115999985.0
1137,DIARY OF A MAD BLACK WOMAN (2005),5500000.0,50406346.0,50458356.0
1138,DIARY OF A WIMPY KID (2010),15000000.0,64003625.0,76954311.0
1139,DIARY OF A WIMPY KID DOG DAYS (2012),22000000.0,49008662.0,77229695.0
1140,DIARY OF A WIMPY KID RODRICK RULES (2011),18000000.0,52698535.0,73695194.0
1141,DIARY OF A WIMPY KID THE LONG HAUL (2017),22000000.0,20738724.0,35609577.0
1142,DIARY OF THE DEAD (2008),2750000.0,952620.0,5394447.0
1143,DICK (1999),13000000.0,6276869.0,6276869.0
1144,DICK TRACY (1990),47000000.0,103738726.0,162738726.0
1145,DICKIE ROBERTS FORMER CHILD STAR (2003),17000000.0,22734486.0,23734486.0
1146,DID YOU HEAR ABOUT THE MORGANS (2009),58000000.0,29580087.0,80480566.0
1147,DIE ANOTHER DAY (2002),142000000.0,160942139.0,431942139.0
1148,DIE FALSCHER (2008),6250000.0,5488570.0,20199663.0
1149,DIE HARD (1988),28000000.0,81675242.0,139434346.0
1150,DIE HARD 2 (1990),70000000.0,117323878.0,239813888.0
1151,DIE HARD WITH A VENGEANCE (1995),90000000.0,100012499.0,366101666.0
1152,DIE UNENDLICHE GESCHICHTE (1984),27000000.0,21300000.0,21427944.0
1153,DIGIMON THE MOVIE (2000),5000000.0,9628751.0,16628751.0
1154,DIL JO BHI KAHEY (2005),1600000.0,129319.0,129319.0
1155,DINER (1982),5000000.0,12592907.0,12592907.0
1156,DINNER FOR SCHMUCKS (2010),69000000.0,73026337.0,86796502.0
1157,DINNER RUSH (2001),2000000.0,638227.0,1075504.0
1158,DINOSAUR (2000),127500000.0,137748063.0,356148063.0
1159,DIRTY GRANDPA (2016),11500000.0,35593113.0,105078449.0
1160,DIRTY PRETTY THINGS (2003),10000000.0,8112414.0,14156753.0
1161,DIRTY WORK (1998),13000000.0,10020081.0,10020081.0
1162,DISASTER MOVIE (2008),20000000.0,14190901.0,36720752.0
1163,DISCLOSURE (1994),55000000.0,83015089.0,212200000.0
1164,DISNEY PLANES (2013),50000000.0,90282580.0,238059569.0
1165,DISNEY'S A CHRISTMAS CAROL (2009),190000000.0,137855863.0,315709697.0
1166,DISTRICT 9 (2009),30000000.0,115646235.0,212453431.0
1167,DISTURBIA (2007),20000000.0,80818974.0,118537627.0
1168,DISTURBING BEHAVIOR (1998),15000000.0,17507368.0,19014238.0
1169,DIVERGENT (2014),85000000.0,150947895.0,276014965.0
1170,DJANGO UNCHAINED (2012),100000000.0,162805434.0,449841566.0
1171,DO THE RIGHT THING (1989),6000000.0,26004026.0,26051502.0
1172,DO YOU BELIEVE (2015),2300000.0,12985600.0,14628921.0
1173,DOA DEAD OR ALIVE (2007),30000000.0,480314.0,7755686.0
1174,DOCTOR DOLITTLE (1998),71500000.0,144156605.0,294156605.0
1175,DOCTOR SLEEP (2019),45000000.0,31581712.0,71720838.0
1176,DOCTOR STRANGE (2016),165000000.0,232641920.0,676343174.0
1177,DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS (2022),200000000.0,411331607.0,952224986.0
1178,DOCTOR ZHIVAGO (1965),11000000.0,111897830.0,112040388.0
1179,DODGEBALL A TRUE UNDERDOG STORY (2004),30000000.0,114326736.0,167791704.0
1180,DOG DAYS (2018),10000000.0,6809080.0,8196226.0
1181,DOGMA (1999),10000000.0,30651422.0,43948865.0
1182,DOGTOWN AND Z BOYS (2002),400000.0,1293295.0,1600566.0
1183,DOLITTLE (2020),175000000.0,77047065.0,251509052.0
1184,DOLOR Y GLORIA (2019),10800000.0,4567338.0,39849645.0
1185,DOLPHIN (1979),170000.0,14000.0,14000.0
1186,DOLPHIN TALE (2011),37000000.0,72286779.0,96068724.0
1187,DOLPHIN TALE 2 (2014),36000000.0,42024533.0,57824533.0
1188,DOLPHINS AND WHALES TRIBES OF THE OCEAN 3D (2008),6000000.0,7714996.0,17252287.0
1189,DOM HEMINGWAY (2013),7000000.0,523511.0,1857458.0
1190,DOMESTIC DISTURBANCE (2001),53000000.0,45207112.0,54207112.0
1191,DOMINO (2005),50000000.0,10169202.0,23574057.0
1192,DON JON (2013),5500000.0,24477704.0,41268579.0
1193,DON JUAN DEMARCO (1995),25000000.0,22032635.0,22032635.0
1194,DON MCKAY (2010),6000000.0,13722.0,13722.0
1195,DON'T BE AFRAID OF THE DARK (2011),25000000.0,24046682.0,39126427.0
1196,DON'T BREATHE (2016),10000000.0,89217875.0,158906350.0
1197,DON'T BREATHE 2 (2021),15000000.0,32638038.0,47201347.0
1198,DON'T LET GO (2019),5000000.0,5215062.0,5288136.0
1199,DON'T SAY A WORD (2001),50000000.0,54997476.0,104488383.0
1200,DON'T THINK TWICE (2016),3000000.0,4417983.0,4417983.0
1201,DON'T WORRY HE WON'T GET FAR ON FOOT (2018),3500000.0,1441705.0,4522504.0
1202,DONKEY PUNCH (2009),750000.0,19367.0,814801.0
1203,DONNIE BRASCO (1997),35000000.0,41954997.0,65303052.0
1204,DONNIE DARKO (2001),4500000.0,1480006.0,7510154.0
1205,DONOVAN'S REEF (1963),2686000.0,6600000.0,6600000.0
1206,DOOGAL (2006),20000000.0,7578946.0,28058652.0
1207,DOOM (2005),70000000.0,28212337.0,58757178.0
1208,DOOMSDAY (2008),33000000.0,11008770.0,21621188.0
1209,DOPE (2015),7000000.0,17506470.0,18190831.0
1210,DORA AND THE LOST CITY OF GOLD (2019),49000000.0,60477943.0,120592276.0
1211,DOUBLE IMPACT (1991),16000000.0,29090445.0,29090445.0
1212,DOUBLE JEOPARDY (1999),40000000.0,116735231.0,177835231.0
1213,DOUBLE TAKE (2001),24000000.0,29823162.0,29823162.0
1214,DOUBT (2008),20000000.0,33446470.0,53191101.0
1215,DOUG'S 1ST MOVIE (1999),5000000.0,19421271.0,19421271.0
1216,DOWN AND OUT WITH THE DOLLS (2003),1200000.0,58936.0,58936.0
1217,DOWN BY LAW (1986),1100000.0,1436000.0,1436000.0
1218,DOWN FOR LIFE (2011),3800000.0,41914.0,41914.0
1219,DOWN IN THE VALLEY (2006),8000000.0,568932.0,973443.0
1220,DOWN TERRACE (2010),30000.0,9812.0,9812.0
1221,DOWN TO EARTH (2001),30000000.0,64172251.0,71172251.0
